prevo1,prevh1,prevl1,prevv1,prevp2,prevo2,prevh2,prevl2,prevv2,prevp3,prevo3,prevh3,prevl3,prevv3,prevp4,prevo4,prevh4,prevl4,prevv4,prevp5,prevo5,prevh5,prevl5,prevv5,closing
2386.93,2713.98,2279.42,2830000,2386.1,2276.97,2465.84,2181.93,2800000,2276.07,2411.68,2567.42,2207.21,2940000,2414.29,2742.39,2760.17,2332.43,3260000,2735.88,2885.02,2885.87,2638.62,2390000,2708.47
2276.97,2465.84,2181.93,2800000,2276.07,2411.68,2567.42,2207.21,2940000,2414.29,2742.39,2760.17,2332.43,3260000,2735.88,2885.02,2885.87,2638.62,2390000,2884.66,2705.69,2908.37,2648.1,2660000,2386.1
2411.68,2567.42,2207.21,2940000,2414.29,2742.39,2760.17,2332.43,3260000,2735.88,2885.02,2885.87,2638.62,2390000,2884.66,2705.69,2908.37,2648.1,2660000,2705.09,2647.27,2747.49,2388.81,3280000,2276.07
2742.39,2760.17,2332.43,3260000,2735.88,2885.02,2885.87,2638.62,2390000,2884.66,2705.69,2908.37,2648.1,2660000,2705.09,2647.27,2747.49,2388.81,3280000,2646.79,2101.3,2667.2,2080.87,3240000,2414.29
2885.02,2885.87,2638.62,2390000,2884.66,2705.69,2908.37,2648.1,2660000,2705.09,2647.27,2747.49,2388.81,3280000,2646.79,2101.3,2667.2,2080.87,3240000,2101.34,2292.68,2379.89,1739.91,3520000,2735.88
2705.69,2908.37,2648.1,2660000,2705.09,2647.27,2747.49,2388.81,3280000,2646.79,2101.3,2667.2,2080.87,3240000,2101.34,2292.68,2379.89,1739.91,3520000,2291.6,2433.09,2481.06,2162.84,2820000,2884.66
2647.27,2747.49,2388.81,3280000,2646.79,2101.3,2667.2,2080.87,3240000,2101.34,2292.68,2379.89,1739.91,3520000,2291.6,2433.09,2481.06,2162.84,2820000,2433.11,2766.88,2931.66,2111.42,4230000,2705.09
2101.3,2667.2,2080.87,3240000,2101.34,2292.68,2379.89,1739.91,3520000,2291.6,2433.09,2481.06,2162.84,2820000,2433.11,2766.88,2931.66,2111.42,4230000,2777.55,2436.59,2988.52,2163.4,4330000,2646.79
2292.68,2379.89,1739.91,3520000,2291.6,2433.09,2481.06,2162.84,2820000,2433.11,2766.88,2931.66,2111.42,4230000,2777.55,2436.59,2988.52,2163.4,4330000,2435.69,3376.22,3434.01,1922.25,6420000,2101.34
2433.09,2481.06,2162.84,2820000,2433.11,2766.88,2931.66,2111.42,4230000,2777.55,2436.59,2988.52,2163.4,4330000,2435.69,3376.22,3434.01,1922.25,6420000,3377.55,3280.5,3558.57,3244.93,2300000,2291.6
2766.88,2931.66,2111.42,4230000,2777.55,2436.59,2988.52,2163.4,4330000,2435.69,3376.22,3434.01,1922.25,6420000,3377.55,3280.5,3558.57,3244.93,2300000,3279.68,3582.19,3582.27,3130.12,2850000,2433.11
2436.59,2988.52,2163.4,4330000,2435.69,3376.22,3434.01,1922.25,6420000,3377.55,3280.5,3558.57,3244.93,2300000,3279.68,3582.19,3582.27,3130.12,2850000,3582.12,3643.67,3877.2,3351.92,2280000,2777.55
3376.22,3434.01,1922.25,6420000,3377.55,3280.5,3558.57,3244.93,2300000,3279.68,3582.19,3582.27,3130.12,2850000,3582.12,3643.67,3877.2,3351.92,2280000,3641.65,4074.57,4129.99,3639.12,1940000,2435.69
3280.5,3558.57,3244.93,2300000,3279.68,3582.19,3582.27,3130.12,2850000,3582.12,3643.67,3877.2,3351.92,2280000,3641.65,4074.57,4129.99,3639.12,1940000,4075.38,3719.46,4171.76,3694.54,2060000,3377.55
3582.19,3582.27,3130.12,2850000,3582.12,3643.67,3877.2,3351.92,2280000,3641.65,4074.57,4129.99,3639.12,1940000,4075.38,3719.46,4171.76,3694.54,2060000,3719.62,3807.5,4031.99,3539.96,3210000,3279.68
3643.67,3877.2,3351.92,2280000,3641.65,4074.57,4129.99,3639.12,1940000,4075.38,3719.46,4171.76,3694.54,2060000,3719.62,3807.5,4031.99,3539.96,3210000,3811.77,4173.61,4366.1,3794.15,2780000,3582.12
4074.57,4129.99,3639.12,1940000,4075.38,3719.46,4171.76,3694.54,2060000,3719.62,3807.5,4031.99,3539.96,3210000,3811.77,4173.61,4366.1,3794.15,2780000,4167.78,3948.66,4177.53,3781.86,1270000,3641.65
3719.46,4171.76,3694.54,2060000,3719.62,3807.5,4031.99,3539.96,3210000,3811.77,4173.61,4366.1,3794.15,2780000,4167.78,3948.66,4177.53,3781.86,1270000,3947.9,3923.48,4203.98,3669.84,2700000,4075.38
3807.5,4031.99,3539.96,3210000,3811.77,4173.61,4366.1,3794.15,2780000,4167.78,3948.66,4177.53,3781.86,1270000,3947.9,3923.48,4203.98,3669.84,2700000,3922.23,3905.69,3979.77,3734.44,1940000,3719.62
4173.61,4366.1,3794.15,2780000,4167.78,3948.66,4177.53,3781.86,1270000,3947.9,3923.48,4203.98,3669.84,2700000,3922.23,3905.69,3979.77,3734.44,1940000,3905.55,3479.81,3952.88,3453.37,1340000,3811.77
3948.66,4177.53,3781.86,1270000,3947.9,3923.48,4203.98,3669.84,2700000,3922.23,3905.69,3979.77,3734.44,1940000,3905.55,3479.81,3952.88,3453.37,1340000,3481.22,3490.83,3583.34,3363.56,1350000,4167.78
3923.48,4203.98,3669.84,2700000,3922.23,3905.69,3979.77,3734.44,1940000,3905.55,3479.81,3952.88,3453.37,1340000,3481.22,3490.83,3583.34,3363.56,1350000,3489.52,3522.74,3601.59,3380.6,1510000,3947.9
3905.69,3979.77,3734.44,1940000,3905.55,3479.81,3952.88,3453.37,1340000,3481.22,3490.83,3583.34,3363.56,1350000,3489.52,3522.74,3601.59,3380.6,1510000,3522.76,3284.31,3540.78,3228.86,1870000,3922.23
3479.81,3952.88,3453.37,1340000,3481.22,3490.83,3583.34,3363.56,1350000,3489.52,3522.74,3601.59,3380.6,1510000,3522.76,3284.31,3540.78,3228.86,1870000,3286.71,3429.48,3516.34,3188.9,2740000,3905.55
3490.83,3583.34,3363.56,1350000,3489.52,3522.74,3601.59,3380.6,1510000,3522.76,3284.31,3540.78,3228.86,1870000,3286.71,3429.48,3516.34,3188.9,2740000,3429.37,2950.07,3451.44,2950.07,2320000,3481.22
3522.74,3601.59,3380.6,1510000,3522.76,3284.31,3540.78,3228.86,1870000,3286.71,3429.48,3516.34,3188.9,2740000,3429.37,2950.07,3451.44,2950.07,2320000,2950.33,2945.04,2984.52,2854.12,1300000,3489.52
3284.31,3540.78,3228.86,1870000,3286.71,3429.48,3516.34,3188.9,2740000,3429.37,2950.07,3451.44,2950.07,2320000,2950.33,2945.04,2984.52,2854.12,1300000,2944.66,2772.27,2951.74,2753.6,1510000,3522.76
3429.48,3516.34,3188.9,2740000,3429.37,2950.07,3451.44,2950.07,2320000,2950.33,2945.04,2984.52,2854.12,1300000,2944.66,2772.27,2951.74,2753.6,1510000,2772.78,2757.02,2797.61,2726.03,1520000,3286.71
2950.07,3451.44,2950.07,2320000,2950.33,2945.04,2984.52,2854.12,1300000,2944.66,2772.27,2951.74,2753.6,1510000,2772.78,2757.02,2797.61,2726.03,1520000,2757.36,2746.51,2797.52,2670.35,1650000,3429.37
2945.04,2984.52,2854.12,1300000,2944.66,2772.27,2951.74,2753.6,1510000,2772.78,2757.02,2797.61,2726.03,1520000,2757.36,2746.51,2797.52,2670.35,1650000,2746.54,2665.83,2759.03,2562.74,1740000,2950.33
2772.27,2951.74,2753.6,1510000,2772.78,2757.02,2797.61,2726.03,1520000,2757.36,2746.51,2797.52,2670.35,1650000,2746.54,2665.83,2759.03,2562.74,1740000,2665.24,2531.07,2677.95,2484.44,1450000,2944.66
2757.02,2797.61,2726.03,1520000,2757.36,2746.51,2797.52,2670.35,1650000,2746.54,2665.83,2759.03,2562.74,1740000,2665.24,2531.07,2677.95,2484.44,1450000,2533.12,2320.63,2539.8,2305.97,1790000,2772.78
2746.51,2797.52,2670.35,1650000,2746.54,2665.83,2759.03,2562.74,1740000,2665.24,2531.07,2677.95,2484.44,1450000,2533.12,2320.63,2539.8,2305.97,1790000,2316.48,2217.23,2355.2,2169.91,1020000,2757.36
2665.83,2759.03,2562.74,1740000,2665.24,2531.07,2677.95,2484.44,1450000,2533.12,2320.63,2539.8,2305.97,1790000,2316.48,2217.23,2355.2,2169.91,1020000,2215.93,2367.35,2367.46,2159.6,1610000,2746.54
2531.07,2677.95,2484.44,1450000,2533.12,2320.63,2539.8,2305.97,1790000,2316.48,2217.23,2355.2,2169.91,1020000,2215.93,2367.35,2367.46,2159.6,1610000,2367.31,2398.95,2440.21,2119.26,3460000,2665.24
2320.63,2539.8,2305.97,1790000,2316.48,2217.23,2355.2,2169.91,1020000,2215.93,2367.35,2367.46,2159.6,1610000,2367.31,2398.95,2440.21,2119.26,3460000,2401.1,2360.32,2642.99,2313.46,3170000,2533.12
2217.23,2355.2,2169.91,1020000,2215.93,2367.35,2367.46,2159.6,1610000,2367.31,2398.95,2440.21,2119.26,3460000,2401.1,2360.32,2642.99,2313.46,3170000,2360.81,2331.84,2467.51,2238.15,2100000,2316.48
2367.35,2367.46,2159.6,1610000,2367.31,2398.95,2440.21,2119.26,3460000,2401.1,2360.32,2642.99,2313.46,3170000,2360.81,2331.84,2467.51,2238.15,2100000,2332.14,2161.06,2345.18,2058,1860000,2215.93
2398.95,2440.21,2119.26,3460000,2401.1,2360.32,2642.99,2313.46,3170000,2360.81,2331.84,2467.51,2238.15,2100000,2332.14,2161.06,2345.18,2058,1860000,2160.63,2236.1,2275.87,2081.3,1900000,2367.31
2360.32,2642.99,2313.46,3170000,2360.81,2331.84,2467.51,2238.15,2100000,2332.14,2161.06,2345.18,2058,1860000,2160.63,2236.1,2275.87,2081.3,1900000,2237.17,2317.88,2338.53,1948.93,2760000,2401.1
2331.84,2467.51,2238.15,2100000,2332.14,2161.06,2345.18,2058,1860000,2160.63,2236.1,2275.87,2081.3,1900000,2237.17,2317.88,2338.53,1948.93,2760000,2318.33,2424.12,2493.93,2314.12,1730000,2360.81
2161.06,2345.18,2058,1860000,2160.63,2236.1,2275.87,2081.3,1900000,2237.17,2317.88,2338.53,1948.93,2760000,2318.33,2424.12,2493.93,2314.12,1730000,2423.18,2514.55,2544.54,2302.3,2080000,2332.14
2236.1,2275.87,2081.3,1900000,2237.17,2317.88,2338.53,1948.93,2760000,2318.33,2424.12,2493.93,2314.12,1730000,2423.18,2514.55,2544.54,2302.3,2080000,2514.22,2432.9,2541.9,2402.75,1910000,2160.63
2317.88,2338.53,1948.93,2760000,2318.33,2424.12,2493.93,2314.12,1730000,2423.18,2514.55,2544.54,2302.3,2080000,2514.22,2432.9,2541.9,2402.75,1910000,2431.56,2299.25,2445.4,2281.49,2110000,2237.17
2424.12,2493.93,2314.12,1730000,2423.18,2514.55,2544.54,2302.3,2080000,2514.22,2432.9,2541.9,2402.75,1910000,2431.56,2299.25,2445.4,2281.49,2110000,2299.93,2137.55,2315.47,2136.49,2380000,2318.33
2514.55,2544.54,2302.3,2080000,2514.22,2432.9,2541.9,2402.75,1910000,2431.56,2299.25,2445.4,2281.49,2110000,2299.93,2137.55,2315.47,2136.49,2380000,2137.81,2150.79,2199.52,2103.73,2160000,2423.18
2432.9,2541.9,2402.75,1910000,2431.56,2299.25,2445.4,2281.49,2110000,2299.93,2137.55,2315.47,2136.49,2380000,2137.81,2150.79,2199.52,2103.73,2160000,2151.42,2133.89,2164.76,2114.55,1970000,2514.22
2299.25,2445.4,2281.49,2110000,2299.93,2137.55,2315.47,2136.49,2380000,2137.81,2150.79,2199.52,2103.73,2160000,2151.42,2133.89,2164.76,2114.55,1970000,2133.79,2067.26,2197.73,2058.23,2090000,2431.56
2137.55,2315.47,2136.49,2380000,2137.81,2150.79,2199.52,2103.73,2160000,2151.42,2133.89,2164.76,2114.55,1970000,2133.79,2067.26,2197.73,2058.23,2090000,2066.93,2080.2,2101.07,2050.39,2470000,2299.93
2150.79,2199.52,2103.73,2160000,2151.42,2133.89,2164.76,2114.55,1970000,2133.79,2067.26,2197.73,2058.23,2090000,2066.93,2080.2,2101.07,2050.39,2470000,2079.92,1962.44,2084.08,1951.83,1730000,2137.81
2133.89,2164.76,2114.55,1970000,2133.79,2067.26,2197.73,2058.23,2090000,2066.93,2080.2,2101.07,2050.39,2470000,2079.92,1962.44,2084.08,1951.83,1730000,1961.46,2112.41,2128.25,1939.64,2300000,2151.42
2067.26,2197.73,2058.23,2090000,2066.93,2080.2,2101.07,2050.39,2470000,2079.92,1962.44,2084.08,1951.83,1730000,1961.46,2112.41,2128.25,1939.64,2300000,2111.53,2108.81,2150.78,2047.48,1930000,2133.79
2080.2,2101.07,2050.39,2470000,2079.92,1962.44,2084.08,1951.83,1730000,1961.46,2112.41,2128.25,1939.64,2300000,2111.53,2108.81,2150.78,2047.48,1930000,2106.41,2076.14,2127.89,2004.05,2310000,2066.93
1962.44,2084.08,1951.83,1730000,1961.46,2112.41,2128.25,1939.64,2300000,2111.53,2108.81,2150.78,2047.48,1930000,2106.41,2076.14,2127.89,2004.05,2310000,2075.94,2007.82,2091.31,1982,1590000,2079.92
2112.41,2128.25,1939.64,2300000,2111.53,2108.81,2150.78,2047.48,1930000,2106.41,2076.14,2127.89,2004.05,2310000,2075.94,2007.82,2091.31,1982,1590000,2008.59,2134.66,2137.68,2004.4,2010000,1961.46
2108.81,2150.78,2047.48,1930000,2106.41,2076.14,2127.89,2004.05,2310000,2075.94,2007.82,2091.31,1982,1590000,2008.59,2134.66,2137.68,2004.4,2010000,2134.55,1968.12,2144.11,1949.99,2470000,2111.53
2076.14,2127.89,2004.05,2310000,2075.94,2007.82,2091.31,1982,1590000,2008.59,2134.66,2137.68,2004.4,2010000,2134.55,1968.12,2144.11,1949.99,2470000,1967.96,1918.82,1983.84,1897.38,2080000,2106.41
2007.82,2091.31,1982,1590000,2008.59,2134.66,2137.68,2004.4,2010000,2134.55,1968.12,2144.11,1949.99,2470000,1967.96,1918.82,1983.84,1897.38,2080000,1917.99,1841.01,1945.4,1774.66,2590000,2075.94
2134.66,2137.68,2004.4,2010000,2134.55,1968.12,2144.11,1949.99,2470000,1967.96,1918.82,1983.84,1897.38,2080000,1917.99,1841.01,1945.4,1774.66,2590000,1841.01,1816.92,1857.65,1788.6,3030000,2008.59
1968.12,2144.11,1949.99,2470000,1967.96,1918.82,1983.84,1897.38,2080000,1917.99,1841.01,1945.4,1774.66,2590000,1841.01,1816.92,1857.65,1788.6,3030000,1816.69,1686.88,1839.41,1678.38,1940000,2134.55
1918.82,1983.84,1897.38,2080000,1917.99,1841.01,1945.4,1774.66,2590000,1841.01,1816.92,1857.65,1788.6,3030000,1816.69,1686.88,1839.41,1678.38,1940000,1686.8,1712.89,1724.74,1661.92,1310000,1967.96
1841.01,1945.4,1774.66,2590000,1841.01,1816.92,1857.65,1788.6,3030000,1816.69,1686.88,1839.41,1678.38,1940000,1686.8,1712.89,1724.74,1661.92,1310000,1713.01,1698.68,1731.73,1667.12,1400000,1917.99
1816.92,1857.65,1788.6,3030000,1816.69,1686.88,1839.41,1678.38,1940000,1686.8,1712.89,1724.74,1661.92,1310000,1713.01,1698.68,1731.73,1667.12,1400000,1698.6,1586.36,1699.27,1586.28,1640000,1841.01
1686.88,1839.41,1678.38,1940000,1686.8,1712.89,1724.74,1661.92,1310000,1713.01,1698.68,1731.73,1667.12,1400000,1698.6,1586.36,1699.27,1586.28,1640000,1586.54,1582.23,1621.32,1550.11,1540000,1816.69
1712.89,1724.74,1661.92,1310000,1713.01,1698.68,1731.73,1667.12,1400000,1698.6,1586.36,1699.27,1586.28,1640000,1586.54,1582.23,1621.32,1550.11,1540000,1582.38,1668.42,1739.82,1546.48,1880000,1686.8
1698.68,1731.73,1667.12,1400000,1698.6,1586.36,1699.27,1586.28,1640000,1586.54,1582.23,1621.32,1550.11,1540000,1582.38,1668.42,1739.82,1546.48,1880000,1667.9,1681.5,1720.01,1654.14,1460000,1713.01
1586.36,1699.27,1586.28,1640000,1586.54,1582.23,1621.32,1550.11,1540000,1582.38,1668.42,1739.82,1546.48,1880000,1667.9,1681.5,1720.01,1654.14,1460000,1682.37,1783.58,1806.62,1659.28,1580000,1698.6
1582.23,1621.32,1550.11,1540000,1582.38,1668.42,1739.82,1546.48,1880000,1667.9,1681.5,1720.01,1654.14,1460000,1682.37,1783.58,1806.62,1659.28,1580000,1783.72,1804.6,1815.85,1748.47,1430000,1586.54
1668.42,1739.82,1546.48,1880000,1667.9,1681.5,1720.01,1654.14,1460000,1682.37,1783.58,1806.62,1659.28,1580000,1783.72,1804.6,1815.85,1748.47,1430000,1804.6,1809.09,1868.09,1801.6,27030,1582.38
1681.5,1720.01,1654.14,1460000,1682.37,1783.58,1806.62,1659.28,1580000,1783.72,1804.6,1815.85,1748.47,1430000,1804.6,1809.09,1868.09,1801.6,27030,1809.64,1775.87,1848.88,1735.42,1200000,1667.9
1783.58,1806.62,1659.28,1580000,1783.72,1804.6,1815.85,1748.47,1430000,1804.6,1809.09,1868.09,1801.6,27030,1809.64,1775.87,1848.88,1735.42,1200000,1776.08,1823.72,1849.23,1760.83,1530000,1682.37
1804.6,1815.85,1748.47,1430000,1804.6,1809.09,1868.09,1801.6,27030,1809.64,1775.87,1848.88,1735.42,1200000,1776.08,1823.72,1849.23,1760.83,1530000,1823.35,1804.56,1837.88,1743.62,1500000,1783.72
1809.09,1868.09,1801.6,27030,1809.64,1775.87,1848.88,1735.42,1200000,1776.08,1823.72,1849.23,1760.83,1530000,1823.35,1804.56,1837.88,1743.62,1500000,1804.85,1792.08,1817.35,1715.97,1810000,1804.6
1775.87,1848.88,1735.42,1200000,1776.08,1823.72,1849.23,1760.83,1530000,1823.35,1804.56,1837.88,1743.62,1500000,1804.85,1792.08,1817.35,1715.97,1810000,1792.38,1848.18,1890.59,1745.04,1700000,1809.64
1823.72,1849.23,1760.83,1530000,1823.35,1804.56,1837.88,1743.62,1500000,1804.85,1792.08,1817.35,1715.97,1810000,1792.38,1848.18,1890.59,1745.04,1700000,1849.06,1921.29,1932.36,1836.78,671560,1776.08
1804.56,1837.88,1743.62,1500000,1804.85,1792.08,1817.35,1715.97,1810000,1792.38,1848.18,1890.59,1745.04,1700000,1849.06,1921.29,1932.36,1836.78,671560,1921.13,1767.05,1943.36,1730.46,1790000,1823.35
1792.08,1817.35,1715.97,1810000,1792.38,1848.18,1890.59,1745.04,1700000,1849.06,1921.29,1932.36,1836.78,671560,1921.13,1767.05,1943.36,1730.46,1790000,1766.9,1827.44,1841.19,1723.18,1520000,1804.85
1848.18,1890.59,1745.04,1700000,1849.06,1921.29,1932.36,1836.78,671560,1921.13,1767.05,1943.36,1730.46,1790000,1766.9,1827.44,1841.19,1723.18,1520000,1825.79,1794.28,1845.32,1729.05,1580000,1792.38
1921.29,1932.36,1836.78,671560,1921.13,1767.05,1943.36,1730.46,1790000,1766.9,1827.44,1841.19,1723.18,1520000,1825.79,1794.28,1845.32,1729.05,1580000,1794.14,1869.32,1875.98,1759.5,1660000,1849.06
1767.05,1943.36,1730.46,1790000,1766.9,1827.44,1841.19,1723.18,1520000,1825.79,1794.28,1845.32,1729.05,1580000,1794.14,1869.32,1875.98,1759.5,1660000,1869.1,1831.57,1869.1,1801.29,1580000,1921.13
1827.44,1841.19,1723.18,1520000,1825.79,1794.28,1845.32,1729.05,1580000,1794.14,1869.32,1875.98,1759.5,1660000,1869.1,1831.57,1869.1,1801.29,1580000,1831.49,1727.17,1841.05,1665.54,1970000,1766.9
1794.28,1845.32,1729.05,1580000,1794.14,1869.32,1875.98,1759.5,1660000,1869.1,1831.57,1869.1,1801.29,1580000,1831.49,1727.17,1841.05,1665.54,1970000,1728.1,1650.94,1732.84,1634.73,1690000,1825.79
1869.32,1875.98,1759.5,1660000,1869.1,1831.57,1869.1,1801.29,1580000,1831.49,1727.17,1841.05,1665.54,1970000,1728.1,1650.94,1732.84,1634.73,1690000,1649.19,1530.24,1670.01,1514.62,2070000,1794.14
1831.57,1869.1,1801.29,1580000,1831.49,1727.17,1841.05,1665.54,1970000,1728.1,1650.94,1732.84,1634.73,1690000,1649.19,1530.24,1670.01,1514.62,2070000,1530.29,1539.73,1548.71,1443.32,1670000,1869.1
1727.17,1841.05,1665.54,1970000,1728.1,1650.94,1732.84,1634.73,1690000,1649.19,1530.24,1670.01,1514.62,2070000,1530.29,1539.73,1548.71,1443.32,1670000,1538.61,1567.84,1623.73,1506.86,1700000,1831.49
1650.94,1732.84,1634.73,1690000,1649.19,1530.24,1670.01,1514.62,2070000,1530.29,1539.73,1548.71,1443.32,1670000,1538.61,1567.84,1623.73,1506.86,1700000,1571.05,1488.8,1653.04,1477.72,1170000,1728.1
1530.24,1670.01,1514.62,2070000,1530.29,1539.73,1548.71,1443.32,1670000,1538.61,1567.84,1623.73,1506.86,1700000,1571.05,1488.8,1653.04,1477.72,1170000,1488.62,1570,1602.13,1457.22,1740000,1649.19
1539.73,1548.71,1443.32,1670000,1538.61,1567.84,1623.73,1506.86,1700000,1571.05,1488.8,1653.04,1477.72,1170000,1488.62,1570,1602.13,1457.22,1740000,1570.03,1418.91,1571.15,1411.55,1920000,1530.29
1567.84,1623.73,1506.86,1700000,1571.05,1488.8,1653.04,1477.72,1170000,1488.62,1570,1602.13,1457.22,1740000,1570.03,1418.91,1571.15,1411.55,1920000,1418.76,1458.84,1467.76,1294.79,2070000,1538.61
1488.8,1653.04,1477.72,1170000,1488.62,1570,1602.13,1457.22,1740000,1570.03,1418.91,1571.15,1411.55,1920000,1418.76,1458.84,1467.76,1294.79,2070000,1458.93,1445.69,1527.69,1427.15,1560000,1571.05
1570,1602.13,1457.22,1740000,1570.03,1418.91,1571.15,1411.55,1920000,1418.76,1458.84,1467.76,1294.79,2070000,1458.93,1445.69,1527.69,1427.15,1560000,1445.44,1476.77,1561.66,1403.3,2130000,1488.62
1418.91,1571.15,1411.55,1920000,1418.76,1458.84,1467.76,1294.79,2070000,1458.93,1445.69,1527.69,1427.15,1560000,1445.44,1476.77,1561.66,1403.3,2130000,1476.15,1623.76,1669.24,1460.92,1750000,1570.03
1458.84,1467.76,1294.79,2070000,1458.93,1445.69,1527.69,1427.15,1560000,1445.44,1476.77,1561.66,1403.3,2130000,1476.15,1623.76,1669.24,1460.92,1750000,1623.71,1578.27,1711.16,1505.79,2190000,1418.76
1445.69,1527.69,1427.15,1560000,1445.44,1476.77,1561.66,1403.3,2130000,1476.15,1623.76,1669.24,1460.92,1750000,1623.71,1578.27,1711.16,1505.79,2190000,1578.11,1777.25,1781.44,1370.45,3600000,1458.93
1476.77,1561.66,1403.3,2130000,1476.15,1623.76,1669.24,1460.92,1750000,1623.71,1578.27,1711.16,1505.79,2190000,1578.11,1777.25,1781.44,1370.45,3600000,1777.28,1933.52,1935.04,1561.68,2680000,1445.44
1623.76,1669.24,1460.92,1750000,1623.71,1578.27,1711.16,1505.79,2190000,1578.11,1777.25,1781.44,1370.45,3600000,1777.28,1933.52,1935.04,1561.68,2680000,1933.45,1912.97,1974.99,1885.7,1470000,1476.15
1578.27,1711.16,1505.79,2190000,1578.11,1777.25,1781.44,1370.45,3600000,1777.28,1933.52,1935.04,1561.68,2680000,1933.45,1912.97,1974.99,1885.7,1470000,1913.88,1955.54,2040.79,1800,2290000,1623.71
1777.25,1781.44,1370.45,3600000,1777.28,1933.52,1935.04,1561.68,2680000,1933.45,1912.97,1974.99,1885.7,1470000,1913.88,1955.54,2040.79,1800,2290000,1955.59,1934.17,1968.93,1892.7,1780000,1578.11
1933.52,1935.04,1561.68,2680000,1933.45,1912.97,1974.99,1885.7,1470000,1913.88,1955.54,2040.79,1800,2290000,1955.59,1934.17,1968.93,1892.7,1780000,1934.16,1849.95,1950.04,1849.05,881870,1777.28
1912.97,1974.99,1885.7,1470000,1913.88,1955.54,2040.79,1800,2290000,1955.59,1934.17,1968.93,1892.7,1780000,1934.16,1849.95,1950.04,1849.05,881870,1847.95,1781.44,1854.03,1734.15,1690000,1933.45
1955.54,2040.79,1800,2290000,1955.59,1934.17,1968.93,1892.7,1780000,1934.16,1849.95,1950.04,1849.05,881870,1847.95,1781.44,1854.03,1734.15,1690000,1781.69,1778.63,1827.07,1726.78,1480000,1913.88
1934.17,1968.93,1892.7,1780000,1934.16,1849.95,1950.04,1849.05,881870,1847.95,1781.44,1854.03,1734.15,1690000,1781.69,1778.63,1827.07,1726.78,1480000,1778.82,1800.6,1835.51,1661.09,1940000,1955.59
1849.95,1950.04,1849.05,881870,1847.95,1781.44,1854.03,1734.15,1690000,1781.69,1778.63,1827.07,1726.78,1480000,1778.82,1800.6,1835.51,1661.09,1940000,1801.78,1815.44,1850,1787.11,1430000,1934.16
1781.44,1854.03,1734.15,1690000,1781.69,1778.63,1827.07,1726.78,1480000,1778.82,1800.6,1835.51,1661.09,1940000,1801.78,1815.44,1850,1787.11,1430000,1815.49,1840.9,1871.36,1766.05,1440000,1847.95
1778.63,1827.07,1726.78,1480000,1778.82,1800.6,1835.51,1661.09,1940000,1801.78,1815.44,1850,1787.11,1430000,1815.49,1840.9,1871.36,1766.05,1440000,1841.02,1786.74,1862.17,1741.04,1750000,1781.69
1800.6,1835.51,1661.09,1940000,1801.78,1815.44,1850,1787.11,1430000,1815.49,1840.9,1871.36,1766.05,1440000,1841.02,1786.74,1862.17,1741.04,1750000,1786.35,1742.11,1817.68,1704.97,1560000,1778.82
1815.44,1850,1787.11,1430000,1815.49,1840.9,1871.36,1766.05,1440000,1841.02,1786.74,1862.17,1741.04,1750000,1786.35,1742.11,1817.68,1704.97,1560000,1742.09,1770.81,1835.4,1683.52,2010000,1801.78
1840.9,1871.36,1766.05,1440000,1841.02,1786.74,1862.17,1741.04,1750000,1786.35,1742.11,1817.68,1704.97,1560000,1742.09,1770.81,1835.4,1683.52,2010000,1770.63,1750.19,1818.94,1711.4,1940000,1815.49
1786.74,1862.17,1741.04,1750000,1786.35,1742.11,1817.68,1704.97,1560000,1742.09,1770.81,1835.4,1683.52,2010000,1770.63,1750.19,1818.94,1711.4,1940000,1750.18,1612.98,1775.12,1566.43,2170000,1841.02
1742.11,1817.68,1704.97,1560000,1742.09,1770.81,1835.4,1683.52,2010000,1770.63,1750.19,1818.94,1711.4,1940000,1750.18,1612.98,1775.12,1566.43,2170000,1612.99,1676.62,1692.29,1491.68,1940000,1786.35
1770.81,1835.4,1683.52,2010000,1770.63,1750.19,1818.94,1711.4,1940000,1750.18,1612.98,1775.12,1566.43,2170000,1612.99,1676.62,1692.29,1491.68,1940000,1676.63,1719.11,1742.9,1648.03,1780000,1742.09
1750.19,1818.94,1711.4,1940000,1750.18,1612.98,1775.12,1566.43,2170000,1612.99,1676.62,1692.29,1491.68,1940000,1676.63,1719.11,1742.9,1648.03,1780000,1719.2,1593.91,1760.09,1589.28,1800000,1770.63
1612.98,1775.12,1566.43,2170000,1612.99,1676.62,1692.29,1491.68,1940000,1676.63,1719.11,1742.9,1648.03,1780000,1719.2,1593.91,1760.09,1589.28,1800000,1594,1664.19,1693.64,1570.45,2340000,1750.18
1676.62,1692.29,1491.68,1940000,1676.63,1719.11,1742.9,1648.03,1780000,1719.2,1593.91,1760.09,1589.28,1800000,1594,1664.19,1693.64,1570.45,2340000,1664.34,1511.96,1667.93,1510.27,2270000,1612.99
1719.11,1742.9,1648.03,1780000,1719.2,1593.91,1760.09,1589.28,1800000,1594,1664.19,1693.64,1570.45,2340000,1664.34,1511.96,1667.93,1510.27,2270000,1511.36,1373.31,1546.88,1361.63,2730000,1676.63
1593.91,1760.09,1589.28,1800000,1594,1664.19,1693.64,1570.45,2340000,1664.34,1511.96,1667.93,1510.27,2270000,1511.36,1373.31,1546.88,1361.63,2730000,1373.4,1312.69,1376.44,1272.09,1650000,1719.2
