Date,prevo1,prevh1,prevl1,prevv1,prevp2,prevo2,prevh2,prevl2,prevv2,prevp3,prevo3,prevh3,prevl3,prevv3,prevp4,prevo4,prevh4,prevl4,prevv4,prevp5,prevo5,prevh5,prevl5,prevv5,closing
25-Oct-20,412.44,417.07,403.95,3050000,411.92,408.59,416.28,407.74,2680000,408.52,414.12,419.11,402.91,8180000,414.05,391.39,420.12,391.21,12650000,391.2,368.53,400.36,368.06,13610000,406.09
24-Oct-20,408.59,416.28,407.74,2680000,408.52,414.12,419.11,402.91,8180000,414.05,391.39,420.12,391.21,12650000,391.2,368.53,400.36,368.06,13610000,368.35,379.03,380.14,367.16,7460000,411.92
23-Oct-20,414.12,419.11,402.91,8180000,414.05,391.39,420.12,391.21,12650000,391.2,368.53,400.36,368.06,13610000,368.35,379.03,380.14,367.16,7460000,379.19,377.85,383.97,372.72,6850000,408.52
22-Oct-20,391.39,420.12,391.21,12650000,391.2,368.53,400.36,368.06,13610000,368.35,379.03,380.14,367.16,7460000,379.19,377.85,383.97,372.72,6850000,377.81,368.61,378.49,367.54,4680000,414.05
21-Oct-20,368.53,400.36,368.06,13610000,368.35,379.03,380.14,367.16,7460000,379.19,377.85,383.97,372.72,6850000,377.81,368.61,378.49,367.54,4680000,368.63,365.08,369.94,363.18,4980000,391.2
20-Oct-20,379.03,380.14,367.16,7460000,379.19,377.85,383.97,372.72,6850000,377.81,368.61,378.49,367.54,4680000,368.63,365.08,369.94,363.18,4980000,365.17,377.6,379.6,362.65,7590000,368.35
19-Oct-20,377.85,383.97,372.72,6850000,377.81,368.61,378.49,367.54,4680000,368.63,365.08,369.94,363.18,4980000,365.17,377.6,379.6,362.65,7590000,377.45,378.96,380.77,370.39,7930000,379.19
18-Oct-20,368.61,378.49,367.54,4680000,368.63,365.08,369.94,363.18,4980000,365.17,377.6,379.6,362.65,7590000,377.45,378.96,380.77,370.39,7930000,379.15,381.13,387.11,373.62,8080000,377.81
17-Oct-20,365.08,369.94,363.18,4980000,365.17,377.6,379.6,362.65,7590000,377.45,378.96,380.77,370.39,7930000,379.15,381.13,387.11,373.62,8080000,381.23,386.64,387.06,374.57,7920000,368.63
16-Oct-20,377.6,379.6,362.65,7590000,377.45,378.96,380.77,370.39,7930000,379.15,381.13,387.11,373.62,8080000,381.23,386.64,387.06,374.57,7920000,386.68,374.39,394.58,366.05,10390000,365.17
15-Oct-20,378.96,380.77,370.39,7930000,379.15,381.13,387.11,373.62,8080000,381.23,386.64,387.06,374.57,7920000,386.68,374.39,394.58,366.05,10390000,374.19,370.28,377.27,369.23,5220000,377.45
14-Oct-20,381.13,387.11,373.62,8080000,381.23,386.64,387.06,374.57,7920000,386.68,374.39,394.58,366.05,10390000,374.19,370.28,377.27,369.23,5220000,370.16,365.25,377.97,364.57,7170000,379.15
13-Oct-20,386.64,387.06,374.57,7920000,386.68,374.39,394.58,366.05,10390000,374.19,370.28,377.27,369.23,5220000,370.16,365.25,377.97,364.57,7170000,365.28,350.71,368.19,347.82,7850000,381.23
12-Oct-20,374.39,394.58,366.05,10390000,374.19,370.28,377.27,369.23,5220000,370.16,365.25,377.97,364.57,7170000,365.28,350.71,368.19,347.82,7850000,350.83,341.66,352.95,334.79,6850000,386.68
11-Oct-20,370.28,377.27,369.23,5220000,370.16,365.25,377.97,364.57,7170000,365.28,350.71,368.19,347.82,7850000,350.83,341.66,352.95,334.79,6850000,341.48,340.59,342.68,334.11,5770000,374.19
10-Oct-20,365.25,377.97,364.57,7170000,365.28,350.71,368.19,347.82,7850000,350.83,341.66,352.95,334.79,6850000,341.48,340.59,342.68,334.11,5770000,340.61,353.53,354.9,337.21,7320000,370.16
9-Oct-20,350.71,368.19,347.82,7850000,350.83,341.66,352.95,334.79,6850000,341.48,340.59,342.68,334.11,5770000,340.61,353.53,354.9,337.21,7320000,353.28,352.69,354.86,348.76,4960000,365.28
8-Oct-20,341.66,352.95,334.79,6850000,341.48,340.59,342.68,334.11,5770000,340.61,353.53,354.9,337.21,7320000,353.28,352.69,354.86,348.76,4960000,352.73,345.6,353.97,344.03,4770000,350.83
7-Oct-20,340.59,342.68,334.11,5770000,340.61,353.53,354.9,337.21,7320000,353.28,352.69,354.86,348.76,4960000,352.73,345.6,353.97,344.03,4770000,345.6,345.78,351.04,343.74,4480000,341.48
6-Oct-20,353.53,354.9,337.21,7320000,353.28,352.69,354.86,348.76,4960000,352.73,345.6,353.97,344.03,4770000,345.6,345.78,351.04,343.74,4480000,345.68,353.06,353.61,335.91,7270000,340.61
5-Oct-20,352.69,354.86,348.76,4960000,352.73,345.6,353.97,344.03,4770000,345.6,345.78,351.04,343.74,4480000,345.68,353.06,353.61,335.91,7270000,353.07,359.5,369.1,345.66,7930000,353.28
4-Oct-20,345.6,353.97,344.03,4770000,345.6,345.78,351.04,343.74,4480000,345.68,353.06,353.61,335.91,7270000,353.07,359.5,369.1,345.66,7930000,359.39,359.77,360.94,352.81,5430000,352.73
3-Oct-20,345.78,351.04,343.74,4480000,345.68,353.06,353.61,335.91,7270000,353.07,359.5,369.1,345.66,7930000,359.39,359.77,360.94,352.81,5430000,359.86,353.97,360.66,351.48,6260000,345.6
2-Oct-20,353.06,353.61,335.91,7270000,353.07,359.5,369.1,345.66,7930000,359.39,359.77,360.94,352.81,5430000,359.86,353.97,360.66,351.48,6260000,354.08,357.42,367.63,352.57,7770000,345.68
1-Oct-20,359.5,369.1,345.66,7930000,359.39,359.77,360.94,352.81,5430000,359.86,353.97,360.66,351.48,6260000,354.08,357.42,367.63,352.57,7770000,357.23,354.26,362,347.51,6350000,353.07
30-Sep-20,359.77,360.94,352.81,5430000,359.86,353.97,360.66,351.48,6260000,354.08,357.42,367.63,352.57,7770000,357.23,354.26,362,347.51,6350000,354.25,351.62,355.87,346.95,6480000,359.39
29-Sep-20,353.97,360.66,351.48,6260000,354.08,357.42,367.63,352.57,7770000,357.23,354.26,362,347.51,6350000,354.25,351.62,355.87,346.95,6480000,351.63,349.13,357.8,338.01,8470000,359.86
28-Sep-20,357.42,367.63,352.57,7770000,357.23,354.26,362,347.51,6350000,354.25,351.62,355.87,346.95,6480000,351.63,349.13,357.8,338.01,8470000,349.17,319.97,352.6,317.27,9400000,354.08
27-Sep-20,354.26,362,347.51,6350000,354.25,351.62,355.87,346.95,6480000,351.63,349.13,357.8,338.01,8470000,349.17,319.97,352.6,317.27,9400000,319.95,343.96,344.12,315.54,13880000,357.23
26-Sep-20,351.62,355.87,346.95,6480000,351.63,349.13,357.8,338.01,8470000,349.17,319.97,352.6,317.27,9400000,319.95,343.96,344.12,315.54,13880000,344.03,341.32,346.19,336.15,9290000,354.25
25-Sep-20,349.13,357.8,338.01,8470000,349.17,319.97,352.6,317.27,9400000,319.95,343.96,344.12,315.54,13880000,344.03,341.32,346.19,336.15,9290000,341.3,371.09,375.34,331.41,11410000,351.63
24-Sep-20,319.97,352.6,317.27,9400000,319.95,343.96,344.12,315.54,13880000,344.03,341.32,346.19,336.15,9290000,341.3,371.09,375.34,331.41,11410000,371.12,385.33,385.39,365.48,7300000,349.17
23-Sep-20,343.96,344.12,315.54,13880000,344.03,341.32,346.19,336.15,9290000,341.3,371.09,375.34,331.41,11410000,371.12,385.33,385.39,365.48,7300000,385.25,384.25,386.99,377.63,6740000,319.95
22-Sep-20,341.32,346.19,336.15,9290000,341.3,371.09,375.34,331.41,11410000,371.12,385.33,385.39,365.48,7300000,385.25,384.25,386.99,377.63,6740000,384.2,389.37,392.21,375.81,8950000,344.03
21-Sep-20,371.09,375.34,331.41,11410000,371.12,385.33,385.39,365.48,7300000,385.25,384.25,386.99,377.63,6740000,384.2,389.37,392.21,375.81,8950000,388.97,364.75,393.96,363.54,12850000,341.3
20-Sep-20,385.33,385.39,365.48,7300000,385.25,384.25,386.99,377.63,6740000,384.2,389.37,392.21,375.81,8950000,388.97,364.75,393.96,363.54,12850000,364.88,363.91,372.88,355.18,9060000,371.12
19-Sep-20,384.25,386.99,377.63,6740000,384.2,389.37,392.21,375.81,8950000,388.97,364.75,393.96,363.54,12850000,364.88,363.91,372.88,355.18,9060000,364.01,376.7,381.67,362.4,9060000,385.25
18-Sep-20,389.37,392.21,375.81,8950000,388.97,364.75,393.96,363.54,12850000,364.88,363.91,372.88,355.18,9060000,364.01,376.7,381.67,362.4,9060000,376.7,365.89,383.99,357.54,10340000,384.2
17-Sep-20,364.75,393.96,363.54,12850000,364.88,363.91,372.88,355.18,9060000,364.01,376.7,381.67,362.4,9060000,376.7,365.89,383.99,357.54,10340000,365.71,388.06,389.51,353.85,10380000,388.97
16-Sep-20,363.91,372.88,355.18,9060000,364.01,376.7,381.67,362.4,9060000,376.7,365.89,383.99,357.54,10340000,365.71,388.06,389.51,353.85,10380000,387.98,373.74,388.12,366.05,11490000,364.88
15-Sep-20,376.7,381.67,362.4,9060000,376.7,365.89,383.99,357.54,10340000,365.71,388.06,389.51,353.85,10380000,387.98,373.74,388.12,366.05,11490000,373.72,367.89,374.41,356.38,12530000,364.01
14-Sep-20,365.89,383.99,357.54,10340000,365.71,388.06,389.51,353.85,10380000,387.98,373.74,388.12,366.05,11490000,373.72,367.89,374.41,356.38,12530000,367.92,351.1,376.92,350.86,16500000,376.7
13-Sep-20,388.06,389.51,353.85,10380000,387.98,373.74,388.12,366.05,11490000,373.72,367.89,374.41,356.38,12530000,367.92,351.1,376.92,350.86,16500000,351.1,337.46,358.33,331.12,14070000,365.71
12-Sep-20,373.74,388.12,366.05,11490000,373.72,367.89,374.41,356.38,12530000,367.92,351.1,376.92,350.86,16500000,351.1,337.46,358.33,331.12,14070000,337.46,352.06,355.69,326.66,18980000,387.98
11-Sep-20,367.89,374.41,356.38,12530000,367.92,351.1,376.92,350.86,16500000,351.1,337.46,358.33,331.12,14070000,337.46,352.06,355.69,326.66,18980000,352.06,353.49,357.33,325.47,21690000,373.72
10-Sep-20,351.1,376.92,350.86,16500000,351.1,337.46,358.33,331.12,14070000,337.46,352.06,355.69,326.66,18980000,352.06,353.49,357.33,325.47,21690000,353.49,334.91,358.09,316.69,20130000,367.92
9-Sep-20,337.46,358.33,331.12,14070000,337.46,352.06,355.69,326.66,18980000,352.06,353.49,357.33,325.47,21690000,353.49,334.91,358.09,316.69,20130000,334.91,385.94,394.12,314.13,35320000,351.1
8-Sep-20,352.06,355.69,326.66,18980000,352.06,353.49,357.33,325.47,21690000,353.49,334.91,358.09,316.69,20130000,334.91,385.94,394.12,314.13,35320000,385.94,381.97,399.58,368.22,25200000,337.46
7-Sep-20,353.49,357.33,325.47,21690000,353.49,334.91,358.09,316.69,20130000,334.91,385.94,394.12,314.13,35320000,385.94,381.97,399.58,368.22,25200000,381.97,439.14,466.4,376.99,33590000,352.06
6-Sep-20,334.91,358.09,316.69,20130000,334.91,385.94,394.12,314.13,35320000,385.94,381.97,399.58,368.22,25200000,381.97,439.14,466.4,376.99,33590000,439.08,475.72,480.96,423.26,30140000,353.49
5-Sep-20,385.94,394.12,314.13,35320000,385.94,381.97,399.58,368.22,25200000,381.97,439.14,466.4,376.99,33590000,439.08,475.72,480.96,423.26,30140000,475.8,433.89,488.24,429.65,10420000,334.91
4-Sep-20,381.97,399.58,368.22,25200000,381.97,439.14,466.4,376.99,33590000,439.08,475.72,480.96,423.26,30140000,475.8,433.89,488.24,429.65,10420000,433.9,428.81,438.71,418.35,7890000,385.94
3-Sep-20,439.14,466.4,376.99,33590000,439.08,475.72,480.96,423.26,30140000,475.8,433.89,488.24,429.65,10420000,433.9,428.81,438.71,418.35,7890000,428.86,398.8,429.59,398.47,6670000,381.97
2-Sep-20,475.72,480.96,423.26,30140000,475.8,433.89,488.24,429.65,10420000,433.9,428.81,438.71,418.35,7890000,428.86,398.8,429.59,398.47,6670000,398.8,395.32,405.53,391.97,5230000,439.08
1-Sep-20,433.89,488.24,429.65,10420000,433.9,428.81,438.71,418.35,7890000,428.86,398.8,429.59,398.47,6670000,398.8,395.32,405.53,391.97,5230000,395.11,383.16,397.64,379.8,6160000,475.8
31-Aug-20,428.81,438.71,418.35,7890000,428.86,398.8,429.59,398.47,6670000,398.8,395.32,405.53,391.97,5230000,395.11,383.16,397.64,379.8,6160000,383.11,385.96,396.48,372.53,7030000,433.9
30-Aug-20,398.8,429.59,398.47,6670000,398.8,395.32,405.53,391.97,5230000,395.11,383.16,397.64,379.8,6160000,383.11,385.96,396.48,372.53,7030000,385.96,383.16,392.61,377.63,6690000,428.86
29-Aug-20,395.32,405.53,391.97,5230000,395.11,383.16,397.64,379.8,6160000,383.11,385.96,396.48,372.53,7030000,385.96,383.16,392.61,377.63,6690000,383.2,407.64,409.02,370.4,8280000,398.8
28-Aug-20,383.16,397.64,379.8,6160000,383.11,385.96,396.48,372.53,7030000,385.96,383.16,392.61,377.63,6690000,383.2,407.64,409.02,370.4,8280000,407.7,390.81,410.17,387.62,6690000,395.11
27-Aug-20,385.96,396.48,372.53,7030000,385.96,383.16,392.61,377.63,6690000,383.2,407.64,409.02,370.4,8280000,407.7,390.81,410.17,387.62,6690000,390.5,395.56,396.96,383.42,5360000,383.11
26-Aug-20,383.16,392.61,377.63,6690000,383.2,407.64,409.02,370.4,8280000,407.7,390.81,410.17,387.62,6690000,390.5,395.56,396.96,383.42,5360000,395.56,388.06,396.87,379.96,6730000,385.96
25-Aug-20,407.64,409.02,370.4,8280000,407.7,390.81,410.17,387.62,6690000,390.5,395.56,396.96,383.42,5360000,395.56,388.06,396.87,379.96,6730000,387.99,416.05,418.72,385.21,7620000,383.2
24-Aug-20,390.81,410.17,387.62,6690000,390.5,395.56,396.96,383.42,5360000,395.56,388.06,396.87,379.96,6730000,387.99,416.05,418.72,385.21,7620000,416.05,407.39,418.92,402.8,6230000,407.7
23-Aug-20,395.56,396.96,383.42,5360000,395.56,388.06,396.87,379.96,6730000,387.99,416.05,418.72,385.21,7620000,416.05,407.39,418.92,402.8,6230000,407.44,422.1,426.65,394.51,8440000,390.5
22-Aug-20,388.06,396.87,379.96,6730000,387.99,416.05,418.72,385.21,7620000,416.05,407.39,418.92,402.8,6230000,407.44,422.1,426.65,394.51,8440000,422.16,430.63,433.65,415.45,8180000,395.56
21-Aug-20,416.05,418.72,385.21,7620000,416.05,407.39,418.92,402.8,6230000,407.44,422.1,426.65,394.51,8440000,422.16,430.63,433.65,415.45,8180000,430.56,433.62,444.86,420.71,7830000,387.99
20-Aug-20,407.39,418.92,402.8,6230000,407.44,422.1,426.65,394.51,8440000,422.16,430.63,433.65,415.45,8180000,430.56,433.62,444.86,420.71,7830000,433.63,432.22,436.58,413.22,7020000,416.05
19-Aug-20,422.1,426.65,394.51,8440000,422.16,430.63,433.65,415.45,8180000,430.56,433.62,444.86,420.71,7830000,433.63,432.22,436.58,413.22,7020000,432.18,438.04,442.7,428.75,7270000,407.44
18-Aug-20,430.63,433.65,415.45,8180000,430.56,433.62,444.86,420.71,7830000,433.63,432.22,436.58,413.22,7020000,432.18,438.04,442.7,428.75,7270000,438.03,424.28,443.74,418.37,8670000,422.16
17-Aug-20,433.62,444.86,420.71,7830000,433.63,432.22,436.58,413.22,7020000,432.18,438.04,442.7,428.75,7270000,438.03,424.28,443.74,418.37,8670000,424.31,387.15,430.33,377.57,12040000,430.56
16-Aug-20,432.22,436.58,413.22,7020000,432.18,438.04,442.7,428.75,7270000,438.03,424.28,443.74,418.37,8670000,424.31,387.15,430.33,377.57,12040000,387.12,379.03,389.21,367.05,8590000,433.63
15-Aug-20,438.04,442.7,428.75,7270000,438.03,424.28,443.74,418.37,8670000,424.31,387.15,430.33,377.57,12040000,387.12,379.03,389.21,367.05,8590000,379.01,395.52,398.13,367.38,9440000,432.18
14-Aug-20,424.28,443.74,418.37,8670000,424.31,387.15,430.33,377.57,12040000,387.12,379.03,389.21,367.05,8590000,379.01,395.52,398.13,367.38,9440000,395.53,390.22,399.05,386.45,8010000,438.03
13-Aug-20,387.15,430.33,377.57,12040000,387.12,379.03,389.21,367.05,8590000,379.01,395.52,398.13,367.38,9440000,395.53,390.22,399.05,386.45,8010000,390.23,396.78,399.93,384.31,4970000,424.31
12-Aug-20,379.03,389.21,367.05,8590000,379.01,395.52,398.13,367.38,9440000,395.53,390.22,399.05,386.45,8010000,390.23,396.78,399.93,384.31,4970000,396.76,379.57,396.77,376.38,4940000,387.12
11-Aug-20,395.52,398.13,367.38,9440000,395.53,390.22,399.05,386.45,8010000,390.23,396.78,399.93,384.31,4970000,396.76,379.57,396.77,376.38,4940000,379.57,394.8,398.14,366.44,8340000,379.01
10-Aug-20,390.22,399.05,386.45,8010000,390.23,396.78,399.93,384.31,4970000,396.76,379.57,396.77,376.38,4940000,379.57,394.8,398.14,366.44,8340000,394.83,400.8,403.18,391.67,7920000,395.53
9-Aug-20,396.78,399.93,384.31,4970000,396.76,379.57,396.77,376.38,4940000,379.57,394.8,398.14,366.44,8340000,394.83,400.8,403.18,391.67,7920000,400.79,389.62,406.92,384.84,8740000,390.23
8-Aug-20,379.57,396.77,376.38,4940000,379.57,394.8,398.14,366.44,8340000,394.83,400.8,403.18,391.67,7920000,400.79,389.62,406.92,384.84,8740000,389.62,385.86,402.01,381.3,9840000,396.76
7-Aug-20,394.8,398.14,366.44,8340000,394.83,400.8,403.18,391.67,7920000,400.79,389.62,406.92,384.84,8740000,389.62,385.86,402.01,381.3,9840000,385.8,372.26,397.73,368.46,9920000,379.57
6-Aug-20,400.8,403.18,391.67,7920000,400.79,389.62,406.92,384.84,8740000,389.62,385.86,402.01,381.3,9840000,385.8,372.26,397.73,368.46,9920000,372.08,387.15,415.08,335.76,16380000,394.83
5-Aug-20,389.62,406.92,384.84,8740000,389.62,385.86,402.01,381.3,9840000,385.8,372.26,397.73,368.46,9920000,372.08,387.15,415.08,335.76,16380000,387.14,346.48,392.37,343.33,11030000,400.79
4-Aug-20,385.86,402.01,381.3,9840000,385.8,372.26,397.73,368.46,9920000,372.08,387.15,415.08,335.76,16380000,387.14,346.48,392.37,343.33,11030000,346.51,334.84,349.34,329.02,8690000,389.62
3-Aug-20,372.26,397.73,368.46,9920000,372.08,387.15,415.08,335.76,16380000,387.14,346.48,392.37,343.33,11030000,346.51,334.84,349.34,329.02,8690000,334.87,317.79,341.11,314.83,9070000,385.8
2-Aug-20,387.15,415.08,335.76,16380000,387.14,346.48,392.37,343.33,11030000,346.51,334.84,349.34,329.02,8690000,334.87,317.79,341.11,314.83,9070000,317.82,316.95,324.93,312.64,8720000,372.08
1-Aug-20,346.48,392.37,343.33,11030000,346.51,334.84,349.34,329.02,8690000,334.87,317.79,341.11,314.83,9070000,317.82,316.95,324.93,312.64,8720000,316.96,321.82,326.53,306.4,9910000,387.14
31-Jul-20,334.84,349.34,329.02,8690000,334.87,317.79,341.11,314.83,9070000,317.82,316.95,324.93,312.64,8720000,316.96,321.82,326.53,306.4,9910000,321.8,311.12,332.57,311.04,13730000,346.51
30-Jul-20,317.79,341.11,314.83,9070000,317.82,316.95,324.93,312.64,8720000,316.96,321.82,326.53,306.4,9910000,321.8,311.12,332.57,311.04,13730000,311.13,305.32,318.54,300.33,9190000,334.87
29-Jul-20,316.95,324.93,312.64,8720000,316.96,321.82,326.53,306.4,9910000,321.8,311.12,332.57,311.04,13730000,311.13,305.32,318.54,300.33,9190000,305.32,279.33,308.57,279.33,8590000,317.82
28-Jul-20,321.82,326.53,306.4,9910000,321.8,311.12,332.57,311.04,13730000,311.13,305.32,318.54,300.33,9190000,305.32,279.33,308.57,279.33,8590000,279.33,275.33,287.01,268.54,7170000,316.96
27-Jul-20,311.12,332.57,311.04,13730000,311.13,305.32,318.54,300.33,9190000,305.32,279.33,308.57,279.33,8590000,279.33,275.33,287.01,268.54,7170000,275.34,263.29,279.53,260.7,8790000,321.8
26-Jul-20,305.32,318.54,300.33,9190000,305.32,279.33,308.57,279.33,8590000,279.33,275.33,287.01,268.54,7170000,275.34,263.29,279.53,260.7,8790000,263.28,245.54,266.42,241.89,6680000,311.13
25-Jul-20,279.33,308.57,279.33,8590000,279.33,275.33,287.01,268.54,7170000,275.34,263.29,279.53,260.7,8790000,263.28,245.54,266.42,241.89,6680000,245.53,236.1,246.49,235.67,6290000,305.32
24-Jul-20,275.33,287.01,268.54,7170000,275.34,263.29,279.53,260.7,8790000,263.28,245.54,266.42,241.89,6680000,245.53,236.1,246.49,235.67,6290000,236.1,239.03,239.71,234.51,5360000,279.33
23-Jul-20,263.29,279.53,260.7,8790000,263.28,245.54,266.42,241.89,6680000,245.53,236.1,246.49,235.67,6290000,236.1,239.03,239.71,234.51,5360000,239.01,235.72,239.7,233.35,6610000,275.34
22-Jul-20,245.54,266.42,241.89,6680000,245.53,236.1,246.49,235.67,6290000,236.1,239.03,239.71,234.51,5360000,239.01,235.72,239.7,233.35,6610000,235.75,232.77,236.83,232.4,5790000,263.28
21-Jul-20,236.1,246.49,235.67,6290000,236.1,239.03,239.71,234.51,5360000,239.01,235.72,239.7,233.35,6610000,235.75,232.77,236.83,232.4,5790000,232.75,233.65,234.53,231.84,5880000,245.53
20-Jul-20,239.03,239.71,234.51,5360000,239.01,235.72,239.7,233.35,6610000,235.75,232.77,236.83,232.4,5790000,232.75,233.65,234.53,231.84,5880000,233.65,238.62,239.47,230.44,6630000,236.1
19-Jul-20,235.72,239.7,233.35,6610000,235.75,232.77,236.83,232.4,5790000,232.75,233.65,234.53,231.84,5880000,233.65,238.62,239.47,230.44,6630000,238.62,240.49,241.36,237.04,7350000,239.01
18-Jul-20,232.77,236.83,232.4,5790000,232.75,233.65,234.53,231.84,5880000,233.65,238.62,239.47,230.44,6630000,238.62,240.49,241.36,237.04,7350000,240.5,239.75,242.08,237.21,7070000,235.75
17-Jul-20,233.65,234.53,231.84,5880000,233.65,238.62,239.47,230.44,6630000,238.62,240.49,241.36,237.04,7350000,240.5,239.75,242.08,237.21,7070000,239.73,242.84,245.04,237.71,8320000,232.75
16-Jul-20,238.62,239.47,230.44,6630000,238.62,240.49,241.36,237.04,7350000,240.5,239.75,242.08,237.21,7070000,239.73,242.84,245.04,237.71,8320000,242.75,239.2,243.79,236.91,6810000,233.65
15-Jul-20,240.49,241.36,237.04,7350000,240.5,239.75,242.08,237.21,7070000,239.73,242.84,245.04,237.71,8320000,242.75,239.2,243.79,236.91,6810000,239.2,241.21,241.64,237.76,6420000,238.62
14-Jul-20,239.75,242.08,237.21,7070000,239.73,242.84,245.04,237.71,8320000,242.75,239.2,243.79,236.91,6810000,239.2,241.21,241.64,237.76,6420000,241.26,242.01,242.17,236.19,6840000,240.5
13-Jul-20,242.84,245.04,237.71,8320000,242.75,239.2,243.79,236.91,6810000,239.2,241.21,241.64,237.76,6420000,241.26,242.01,242.17,236.19,6840000,242.02,246.93,247.63,238.28,9020000,239.73
12-Jul-20,239.2,243.79,236.91,6810000,239.2,241.21,241.64,237.76,6420000,241.26,242.01,242.17,236.19,6840000,242.02,246.93,247.63,238.28,9020000,246.99,239.26,248.76,238,12980000,242.75
11-Jul-20,241.21,241.64,237.76,6420000,241.26,242.01,242.17,236.19,6840000,242.02,246.93,247.63,238.28,9020000,246.99,239.26,248.76,238,12980000,239.25,241.56,243.43,234.92,6260000,239.2
10-Jul-20,242.01,242.17,236.19,6840000,242.02,246.93,247.63,238.28,9020000,246.99,239.26,248.76,238,12980000,239.25,241.56,243.43,234.92,6260000,241.56,227.95,241.64,227.1,9450000,241.26
9-Jul-20,246.93,247.63,238.28,9020000,246.99,239.26,248.76,238,12980000,239.25,241.56,243.43,234.92,6260000,241.56,227.95,241.64,227.1,9450000,227.98,229.09,229.8,223.79,5410000,242.02
8-Jul-20,239.26,248.76,238,12980000,239.25,241.56,243.43,234.92,6260000,241.56,227.95,241.64,227.1,9450000,227.98,229.09,229.8,223.79,5410000,229.15,225.09,230.4,224.8,5450000,246.99
7-Jul-20,241.56,243.43,234.92,6260000,241.56,227.95,241.64,227.1,9450000,227.98,229.09,229.8,223.79,5410000,229.15,225.09,230.4,224.8,5450000,225.12,226.42,228.14,224.77,5200000,239.25
6-Jul-20,227.95,241.64,227.1,9450000,227.98,229.09,229.8,223.79,5410000,229.15,225.09,230.4,224.8,5450000,225.12,226.42,228.14,224.77,5200000,226.42,230.96,232.04,223.53,7280000,241.56
5-Jul-20,229.09,229.8,223.79,5410000,229.15,225.09,230.4,224.8,5450000,225.12,226.42,228.14,224.77,5200000,226.42,230.96,232.04,223.53,7280000,230.95,225.61,232.47,224.33,6310000,227.98
4-Jul-20,225.09,230.4,224.8,5450000,225.12,226.42,228.14,224.77,5200000,226.42,230.96,232.04,223.53,7280000,230.95,225.61,232.47,224.33,6310000,225.63,227.88,228.57,223.23,5600000,229.15
3-Jul-20,226.42,228.14,224.77,5200000,226.42,230.96,232.04,223.53,7280000,230.95,225.61,232.47,224.33,6310000,225.63,227.88,228.57,223.23,5600000,227.87,225.09,229.83,221.6,6800000,225.12
2-Jul-20,230.96,232.04,223.53,7280000,230.95,225.61,232.47,224.33,6310000,225.63,227.88,228.57,223.23,5600000,227.87,225.09,229.83,221.6,6800000,225.09,221.07,227.74,218.46,5910000,226.42
1-Jul-20,225.61,232.47,224.33,6310000,225.63,227.88,228.57,223.23,5600000,227.87,225.09,229.83,221.6,6800000,225.09,221.07,227.74,218.46,5910000,221.06,229.72,231.3,217.11,7210000,230.95
30-Jun-20,227.88,228.57,223.23,5600000,227.87,225.09,229.83,221.6,6800000,225.09,221.07,227.74,218.46,5910000,221.06,229.72,231.3,217.11,7210000,229.67,232.57,233.5,228.16,6960000,225.63
29-Jun-20,225.09,229.83,221.6,6800000,225.09,221.07,227.74,218.46,5910000,221.06,229.72,231.3,217.11,7210000,229.67,232.57,233.5,228.16,6960000,232.56,234.75,235.29,227.99,6480000,227.87
28-Jun-20,221.07,227.74,218.46,5910000,221.06,229.72,231.3,217.11,7210000,229.67,232.57,233.5,228.16,6960000,232.56,234.75,235.29,227.99,6480000,234.75,243.2,249.23,231.56,9130000,225.09
27-Jun-20,229.72,231.3,217.11,7210000,229.67,232.57,233.5,228.16,6960000,232.56,234.75,235.29,227.99,6480000,234.75,243.2,249.23,231.56,9130000,243.2,243.24,244.77,240.94,5160000,221.06
26-Jun-20,232.57,233.5,228.16,6960000,232.56,234.75,235.29,227.99,6480000,234.75,243.2,249.23,231.56,9130000,243.2,243.24,244.77,240.94,5160000,243.25,228.11,246.39,227.69,7930000,229.67
25-Jun-20,234.75,235.29,227.99,6480000,234.75,243.2,249.23,231.56,9130000,243.2,243.24,244.77,240.94,5160000,243.25,228.11,246.39,227.69,7930000,228.13,228.87,231.18,227.38,4100000,232.56
24-Jun-20,243.2,249.23,231.56,9130000,243.2,243.24,244.77,240.94,5160000,243.25,228.11,246.39,227.69,7930000,228.13,228.87,231.18,227.38,4100000,228.86,229.11,230.96,226.28,4540000,234.75
23-Jun-20,243.24,244.77,240.94,5160000,243.25,228.11,246.39,227.69,7930000,228.13,228.87,231.18,227.38,4100000,228.86,229.11,230.96,226.28,4540000,229.11,231.34,231.94,226.97,5560000,243.2
22-Jun-20,228.11,246.39,227.69,7930000,228.13,228.87,231.18,227.38,4100000,228.86,229.11,230.96,226.28,4540000,229.11,231.34,231.94,226.97,5560000,231.34,233.85,234.69,228.13,4960000,243.25
21-Jun-20,228.87,231.18,227.38,4100000,228.86,229.11,230.96,226.28,4540000,229.11,231.34,231.94,226.97,5560000,231.34,233.85,234.69,228.13,4960000,233.88,235.37,236.55,228.63,5940000,228.13
20-Jun-20,229.11,230.96,226.28,4540000,229.11,231.34,231.94,226.97,5560000,231.34,233.85,234.69,228.13,4960000,233.88,235.37,236.55,228.63,5940000,235.36,230.92,235.95,228.99,7030000,228.86
